# 
# Header Description:
# 
# Version: v3.0.6.4 Platform: 13 Manufacturer: samsung Model: SM-A715F
# 
# Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
# 
# UncalAccel,utcTimeMillis,elapsedRealtimeNanos,UncalAccelXMps2,UncalAccelYMps2,UncalAccelZMps2,BiasXMps2,BiasYMps2,BiasZMps2
# 
# Accel,utcTimeMillis,elapsedRealtimeNanos,AccelXMps2,AccelYMps2,AccelZMps2
# 
# UncalGyro,utcTimeMillis,elapsedRealtimeNanos,UncalGyroXRadPerSec,UncalGyroYRadPerSec,UncalGyroZRadPerSec,DriftXRadPerSec,DriftYRadPerSec,DriftZRadPerSec
# 
# Gyro,utcTimeMillis,elapsedRealtimeNanos,GyroXRadPerSec,GyroYRadPerSec,GyroZRadPerSec
# 
# UncalMag,utcTimeMillis,elapsedRealtimeNanos,UncalMagXMicroT,UncalMagYMicroT,UncalMagZMicroT,BiasXMicroT,BiasYMicroT,BiasZMicroT
# 
# Mag,utcTimeMillis,elapsedRealtimeNanos,MagXMicroT,MagYMicroT,MagZMicroT
# 
# OrientationDeg,utcTimeMillis,elapsedRealtimeNanos,yawDeg,rollDeg,pitchDeg
# 
# Fix,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters,MockLocation,NumberOfUsedSignals,VerticalSpeedAccuracyMps,SolutionType
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
# Status,UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
# 
# Agc,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,AgcDb,CarrierFrequencyHz,ConstellationType
# 
Fix,FLP,36.6351443000,29.0834732000,252.37579345703125,1.2273191,4.925,233.38489,1712570331464,0.086023256,45.0,6804130980373,4.0,0,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,11,0.0,49359,46762351398160,14,35.1,-780.200927734375,0.24230000376701355,16,0.0,0.0,1602000000,,,,0,,3,0.65,32.1,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,20,0.0,49359,46762365906589,53,24.7,-125.70479583740234,1.2040001153945923,16,0.0,0.0,1603124990,,,,0,,3,0.65,21.7,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,19,0.0,49359,46762359250542,61,23.7,632.7059326171875,1.3049999475479126,16,0.0,0.0,1603687550,,,,0,,3,0.65,20.7,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,21,0.0,49359,46762353960079,13,36.6,-667.251953125,0.6060000061988831,16,0.0,0.0,1604249980,,,,0,,3,0.65,33.6,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,5,0.0,81935,122380353314246,53,24.6,-415.09710693359375,1.0160000324249268,16,0.0,0.0,1575420030,,,,0,,1,2.39,21.6,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,11,0.0,81935,122380350991022,16,34.1,598.2072143554688,0.4715000092983246,16,0.0,0.0,1575420030,,,,0,,1,2.39,31.1,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,12,0.0,81935,122380357511060,16,34.5,432.3166809082031,0.05220000445842743,16,0.0,0.0,1575420030,,,,0,,1,2.39,31.5,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,18,0.0,81935,122380354081250,12,37.1,-627.8900146484375,0.04490000009536743,16,0.0,0.0,1575420030,,,,0,,1,2.39,34.1,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,20,0.0,81935,122380353450619,21,31.7,-12.208866119384766,0.1307000070810318,16,0.0,0.0,1575420030,,,,0,,1,2.39,28.7,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,25,0.0,81935,122380363535512,11,38.4,147.1099853515625,0.027400001883506775,16,0.0,0.0,1575420030,,,,0,,1,2.39,35.4,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,26,0.0,81935,122380347529992,11,38.0,-638.3131103515625,0.033399999141693115,16,0.0,0.0,1575420030,,,,0,,1,2.39,35.0,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,28,0.0,81935,122380357496296,7,42.0,-98.74990844726562,0.04610000178217888,16,0.0,0.0,1575420030,,,,0,,1,2.39,39.0,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,29,0.0,81935,122380361293058,8,41.3,-77.52349090576172,0.022700000554323196,16,0.0,0.0,1575420030,,,,0,,1,2.39,38.3,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,31,0.0,81935,122380352738488,7,42.6,-397.1235046386719,0.038600001484155655,16,0.0,0.0,1575420030,,,,0,,1,2.39,39.6,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,5,0.0,16399,122366302904907,20,32.9,-5.108250617980957,8.595999717712402,16,0.0,0.0,1561097980,,,,0,,5,2.36,26.9,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,8,0.0,16399,122366303617281,24,30.8,-130.86471557617188,0.3862999975681305,16,0.0,0.0,1561097980,,,,0,,5,2.36,24.8,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,13,0.0,16399,122366304724030,31,28.8,-192.7980499267578,0.5824999809265137,16,0.0,0.0,1561097980,,,,0,,5,2.36,22.8,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,27,0.0,16399,122366356367009,11,38.1,321.3662414550781,0.04690000042319298,16,0.0,0.0,1561097980,,,,0,,5,2.36,32.1,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,29,0.0,16399,122366344466245,11,38.4,-520.68115234375,0.02890000119805336,16,0.0,0.0,1561097980,,,,0,,5,2.36,32.4,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,30,0.0,16399,122366357200465,10,39.5,-181.1381378173828,0.047600001096725464,16,0.0,0.0,1561097980,,,,0,,5,2.36,33.5,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,2,0.0,89103,122380346931667,9,40.1,-392.8386535644531,0.06360000371932983,16,0.0,0.0,1575420030,,,,0,,6,2.38,34.1,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,8,0.0,89103,122380334488766,24,30.7,327.478759765625,0.40880000591278076,16,0.0,0.0,1575420030,,,,0,,6,2.38,24.7,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,10,0.0,89103,122380346709674,10,39.7,363.28900146484375,0.0641000047326088,16,0.0,0.0,1575420030,,,,0,,6,2.38,33.7,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,11,0.0,89103,122380355111242,14,35.5,101.44984436035156,0.05430000275373459,16,0.0,0.0,1575420030,,,,0,,6,2.38,29.5,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,12,0.0,89103,122380339573904,46,25.2,506.3619384765625,0.7489999532699585,16,0.0,0.0,1575420030,,,,0,,6,2.38,19.2,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,24,0.0,89103,122380343263334,46,25.3,383.29901123046875,0.7699999809265137,16,0.0,0.0,1575420030,,,,0,,6,2.38,19.3,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,25,0.0,89103,122380352813661,16,34.3,-3.4329240322113037,0.050700001418590546,16,0.0,0.0,1575420030,,,,0,,6,2.38,28.299999999999997,,,,,,
Raw,1712570362430,7774794000000,18,,-1396597805636662718,0.9258441925048828,41.137245716527104,6.824372273095916,20.283523154328925,255,36,0.0,89103,122380349268427,14,35.3,-401.6640930175781,0.05130000412464142,16,0.0,0.0,1575420030,,,,0,,6,2.38,29.299999999999997,,,,,,
Fix,GPS,36.6351903700,29.0834602600,236.8419189453125,0.9,3.7900925,359.5,1712570363000,0.48373547,4.3218226,6836161242340,3.0,0,,,
Fix,FLP,36.6351892000,29.0834682000,236.8419189453125,0.96119785,3.016,354.3922,1712570363495,0.21566586,45.0,6836161242340,3.0,0,,,
Fix,FLP,36.6351956000,29.0834665000,236.8419189453125,0.98215985,3.014,353.09775,1712570364161,0.21069877,45.0,6836827421506,3.0,0,,,
Status,1712570363000,36,0,1,5,1575420030,32.00,108.0,24.0,1,1,1,27.0
Status,1712570363000,36,1,1,11,1575420030,37.90,42.0,20.0,1,1,1,32.9
Status,1712570363000,36,2,1,12,1575420030,39.40,109.0,42.0,1,1,1,34.4
Status,1712570363000,36,3,1,18,1575420030,40.60,203.0,30.0,1,1,1,35.6
Status,1712570363000,36,4,1,20,1575420030,32.40,71.0,25.0,1,1,1,27.4
Status,1712570363000,36,5,1,25,1575420030,40.50,91.0,74.0,1,1,1,35.5
Status,1712570363000,36,6,1,26,1575420030,41.20,307.0,4.0,1,1,0,36.2
Status,1712570363000,36,7,1,28,1575420030,46.60,285.0,41.0,1,1,1,41.6
Status,1712570363000,36,8,1,29,1575420030,41.00,313.0,65.0,1,1,1,36.0
Status,1712570363000,36,9,1,31,1575420030,46.60,310.0,22.0,1,1,1,41.6
Status,1712570363000,36,10,3,10,1602000000,34.00,329.0,61.0,1,1,1,29.0
Status,1712570363000,36,11,3,9,1602000000,37.80,143.0,67.0,1,1,0,32.8
Status,1712570363000,36,12,3,16,1602000000,30.90,144.0,11.0,1,1,1,25.9
Status,1712570363000,36,13,3,11,1602000000,37.60,326.0,8.0,1,1,0,32.6
Status,1712570363000,36,14,3,20,1602000000,27.50,257.0,70.0,0,1,0,22.5
Status,1712570363000,36,15,3,19,1602000000,26.70,28.0,35.0,1,1,0,21.7
Status,1712570363000,36,16,3,21,1602000000,37.80,226.0,15.0,1,1,1,32.8
Status,1712570363000,36,17,5,2,1561097980,33.50,112.0,18.0,1,1,0,28.5
Status,1712570363000,36,18,5,5,1561097980,41.20,136.0,36.0,1,1,0,36.2
Status,1712570363000,36,19,5,8,1561097980,35.50,64.0,36.0,1,1,1,30.5
Status,1712570363000,36,20,5,10,1561097980,30.20,87.0,14.0,1,1,0,25.2
Status,1712570363000,36,21,5,13,1561097980,35.60,81.0,40.0,1,1,1,30.6
Status,1712570363000,36,22,5,27,1561097980,46.80,39.0,56.0,1,1,1,41.8
Status,1712570363000,36,23,5,29,1561097980,44.30,239.0,11.0,0,1,0,39.3
Status,1712570363000,36,24,5,30,1561097980,47.70,260.0,63.0,1,1,1,42.7
Status,1712570363000,36,25,5,7,1561097980,0.00,0.0,0.0,0,1,0,0.0
Status,1712570363000,36,26,5,28,1561097980,0.00,50.0,11.0,0,1,0,0.0
Status,1712570363000,36,27,2,136,1575420030,40.20,0.0,0.0,0,0,0,35.2
Status,1712570363000,36,28,6,2,1575420030,44.20,313.0,38.0,1,1,0,39.2
Status,1712570363000,36,29,6,8,1575420030,40.50,281.0,1.0,0,1,1,35.5
Status,1712570363000,36,30,6,10,1575420030,43.20,45.0,41.0,1,1,0,38.2
Status,1712570363000,36,31,6,11,1575420030,40.40,68.0,68.0,1,1,1,35.4
Status,1712570363000,36,32,6,12,1575420030,30.60,39.0,17.0,1,1,0,25.6
Status,1712570363000,36,33,6,24,1575420030,31.30,116.0,28.0,1,1,0,26.3
Status,1712570363000,36,34,6,25,1575420030,40.80,57.0,77.0,1,1,0,35.8
Status,1712570363000,36,35,6,36,1575420030,40.90,195.0,50.0,1,1,0,35.9
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,10,0.0,49359,46763364831871,21,31.0,-360.47454833984375,0.3172000050544739,16,0.0,0.0,1598062460,,,,0,,3,0.55,28.0,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,9,0.0,49359,46763365881388,16,34.8,292.0794372558594,0.23420000076293945,16,0.0,0.0,1600875010,,,,0,,3,0.55,31.799999999999997,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,16,0.0,49359,46763352602186,35,27.9,759.5818481445312,1.004499912261963,16,0.0,0.0,1601437440,,,,0,,3,0.55,24.9,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,11,0.0,49359,46763351400631,16,34.6,-776.0922241210938,0.24320000410079956,16,0.0,0.0,1602000000,,,,0,,3,0.55,31.6,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,20,0.0,49359,46763365906774,53,24.5,-121.2166748046875,1.2040001153945923,16,0.0,0.0,1603124990,,,,0,,3,0.55,21.5,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,21,0.0,49359,46763353962305,16,34.8,-664.007080078125,0.24619999527931213,16,0.0,0.0,1604249980,,,,0,,3,0.55,31.799999999999997,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,5,0.0,81935,122381353315706,27,29.0,-411.3959045410156,0.6859999895095825,16,0.0,0.0,1575420030,,,,0,,1,2.14,26.0,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,11,0.0,81935,122381350989018,16,34.9,602.0420532226562,0.04170000180602074,16,0.0,0.0,1575420030,,,,0,,1,2.14,31.9,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,12,0.0,81935,122381357509628,13,36.4,436.79144287109375,0.050700001418590546,16,0.0,0.0,1575420030,,,,0,,1,2.14,33.4,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,18,0.0,81935,122381354083322,12,37.6,-623.8816528320312,0.04490000009536743,16,0.0,0.0,1575420030,,,,0,,1,2.14,34.6,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,20,0.0,81935,122381353450590,27,29.4,-5.927647590637207,0.6859999895095825,16,0.0,0.0,1575420030,,,,0,,1,2.14,26.4,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,25,0.0,81935,122381363535009,12,37.5,151.3185577392578,0.028400002047419548,16,0.0,0.0,1575420030,,,,0,,1,2.14,34.5,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,26,0.0,81935,122381347532132,11,38.2,-634.7117309570312,0.033399999141693115,16,0.0,0.0,1575420030,,,,0,,1,2.14,35.2,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,28,0.0,81935,122381357496606,6,43.6,-94.68269348144531,0.045600004494190216,16,0.0,0.0,1575420030,,,,0,,1,2.14,40.6,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,29,0.0,81935,122381361293309,11,38.0,-73.50379943847656,0.024400001391768456,16,0.0,0.0,1575420030,,,,0,,1,2.14,35.0,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,31,0.0,81935,122381352739820,6,43.6,-393.1191101074219,0.03810000419616699,16,0.0,0.0,1575420030,,,,0,,1,2.14,40.6,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,5,0.0,16399,122367302904950,15,35.2,-6.279691696166992,6.395599842071533,16,0.0,0.0,1561097980,,,,0,,5,2.01,29.200000000000003,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,8,0.0,16399,122367303617696,27,29.5,-127.18775177001953,0.531000018119812,16,0.0,0.0,1561097980,,,,0,,5,2.01,23.5,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,13,0.0,16399,122367304724668,27,29.6,-189.26451110839844,0.5324999690055847,16,0.0,0.0,1561097980,,,,0,,5,2.01,23.6,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,27,0.0,16399,122367356365941,9,40.8,325.2674865722656,0.04560000076889992,16,0.0,0.0,1561097980,,,,0,,5,2.01,34.8,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,29,0.0,16399,122367344467984,11,38.3,-516.60546875,0.02890000119805336,16,0.0,0.0,1561097980,,,,0,,5,2.01,32.3,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,30,0.0,16399,122367357201062,8,41.7,-177.0557403564453,0.04670000448822975,16,0.0,0.0,1561097980,,,,0,,5,2.01,35.7,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,2,0.0,89103,122381346932961,11,38.2,-388.9193420410156,0.0649000033736229,16,0.0,0.0,1575420030,,,,0,,6,2.21,32.2,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,8,0.0,89103,122381334487666,16,34.5,331.1856994628906,0.053700003772974014,16,0.0,0.0,1575420030,,,,0,,6,2.21,28.5,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,10,0.0,89103,122381346708451,12,37.2,367.3312072753906,0.05090000107884407,16,0.0,0.0,1575420030,,,,0,,6,2.21,31.200000000000003,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,11,0.0,89103,122381355110894,16,34.4,105.59536743164062,0.0552000030875206,16,0.0,0.0,1575420030,,,,0,,6,2.21,28.4,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,12,0.0,89103,122381339572140,53,24.6,510.9765625,0.8089999556541443,16,0.0,0.0,1575420030,,,,0,,6,2.21,18.6,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,25,0.0,89103,122381352813667,16,34.8,0.6001675724983215,0.050700001418590546,16,0.0,0.0,1575420030,,,,0,,6,2.21,28.799999999999997,,,,,,
Raw,1712570363430,7775794000000,18,,-1396597805636662769,0.21881484985351562,30.946364859119058,-16.7154238066321,13.964640409987204,255,36,0.0,89103,122381349269756,16,34.9,-397.5934753417969,0.05220000445842743,16,0.0,0.0,1575420030,,,,0,,6,2.21,28.9,,,,,,
Fix,GPS,36.6352016200,29.0834606500,236.50396728515625,0.95,3.7900925,359.8,1712570364000,0.840595,43.375164,6837153357808,3.0,0,,,
Fix,FLP,36.6351991000,29.0834652000,236.50396728515625,0.9849411,3.014,352.8838,1712570364487,0.19114883,45.0,6837153357808,3.0,0,,,
Fix,FLP,36.6352014000,29.0834642000,236.50396728515625,1.0099816,3.014,352.75504,1712570364683,0.19158669,45.0,6837349333694,3.0,0,,,
Fix,NLP,36.6436413000,29.0821737000,,,2500.0,,1712570361431,,,6834097000000,,0,,,
Fix,FLP,36.6352071000,29.0834625000,236.50396728515625,1.0119909,3.013,349.95425,1712570365162,0.19158669,45.0,6837828558331,3.0,0,,,
Status,1712570364000,36,0,1,5,1575420030,38.70,108.0,24.0,1,1,1,33.7
Status,1712570364000,36,1,1,11,1575420030,38.90,42.0,20.0,1,1,1,33.9
Status,1712570364000,36,2,1,12,1575420030,34.80,109.0,42.0,1,1,1,29.8
Status,1712570364000,36,3,1,18,1575420030,41.20,203.0,30.0,1,1,1,36.2
Status,1712570364000,36,4,1,20,1575420030,30.10,71.0,25.0,1,1,1,25.1
Status,1712570364000,36,5,1,25,1575420030,42.20,91.0,74.0,1,1,1,37.2
Status,1712570364000,36,6,1,26,1575420030,45.50,307.0,4.0,1,1,0,40.5
Status,1712570364000,36,7,1,28,1575420030,44.90,285.0,41.0,1,1,1,39.9
Status,1712570364000,36,8,1,29,1575420030,42.90,313.0,65.0,1,1,1,37.9
Status,1712570364000,36,9,1,31,1575420030,47.70,310.0,22.0,1,1,1,42.7
Status,1712570364000,36,10,3,10,1602000000,33.30,329.0,61.0,1,1,1,28.3
Status,1712570364000,36,11,3,9,1602000000,36.20,143.0,67.0,1,1,0,31.2
Status,1712570364000,36,12,3,16,1602000000,34.20,144.0,11.0,1,1,1,29.2
Status,1712570364000,36,13,3,11,1602000000,40.70,326.0,8.0,1,1,0,35.7
Status,1712570364000,36,14,3,20,1602000000,26.20,257.0,70.0,0,1,0,21.2
Status,1712570364000,36,15,3,19,1602000000,27.10,28.0,35.0,1,1,0,22.1
Status,1712570364000,36,16,3,21,1602000000,39.70,226.0,15.0,1,1,1,34.7
Status,1712570364000,36,17,5,2,1561097980,33.50,112.0,18.0,1,1,0,28.5
Status,1712570364000,36,18,5,5,1561097980,43.70,136.0,36.0,1,1,0,38.7
Status,1712570364000,36,19,5,8,1561097980,35.50,64.0,36.0,1,1,1,30.5
Status,1712570364000,36,20,5,10,1561097980,30.20,87.0,14.0,1,1,0,25.2
Status,1712570364000,36,21,5,13,1561097980,37.90,81.0,40.0,1,1,1,32.9
Status,1712570364000,36,22,5,27,1561097980,42.00,39.0,56.0,1,1,1,37.0
Status,1712570364000,36,23,5,29,1561097980,45.50,239.0,11.0,0,1,0,40.5
Status,1712570364000,36,24,5,30,1561097980,46.70,260.0,63.0,1,1,1,41.7
Status,1712570364000,36,25,5,7,1561097980,0.00,0.0,0.0,0,1,0,0.0
Status,1712570364000,36,26,5,28,1561097980,0.00,50.0,11.0,0,1,0,0.0
Status,1712570364000,36,27,2,136,1575420030,40.70,0.0,0.0,0,0,0,35.7
Status,1712570364000,36,28,6,2,1575420030,44.10,313.0,38.0,1,1,0,39.1
Status,1712570364000,36,29,6,8,1575420030,44.50,281.0,1.0,0,1,1,39.5
Status,1712570364000,36,30,6,10,1575420030,41.50,45.0,41.0,1,1,0,36.5
Status,1712570364000,36,31,6,11,1575420030,38.60,68.0,68.0,1,1,1,33.6
Status,1712570364000,36,32,6,12,1575420030,31.10,39.0,17.0,1,1,0,26.1
Status,1712570364000,36,33,6,24,1575420030,35.90,116.0,28.0,1,1,0,30.9
Status,1712570364000,36,34,6,25,1575420030,37.30,57.0,77.0,1,1,0,32.3
Status,1712570364000,36,35,6,36,1575420030,41.20,195.0,50.0,1,1,0,36.2
Raw,1712570364430,7776794000000,18,,-1396597805636662786,0.4997119903564453,50.364425987936556,-16.7154238066321,22.753703568707074,256,10,0.0,49359,46764364833016,24,30.3,-361.07623291015625,0.5877999663352966,16,0.0,0.0,1598062460,,,,0,,3,0.51,27.3,,,,,,
Raw,1712570364430,7776794000000,18,,-1396597805636662786,0.4997119903564453,50.364425987936556,-16.7154238066321,22.753703568707074,256,9,0.0,49359,46764365880442,17,33.2,291.4472961425781,0.24080000817775726,16,0.0,0.0,1600875010,,,,0,,3,0.51,30.200000000000003,,,,,,
Raw,1712570364430,7776794000000,18,,-1396597805636662786,0.4997119903564453,50.364425987936556,-16.7154238066321,22.753703568707074,256,16,0.0,49359,46764352599595,21,31.2,759.20361328125,0.32919999957084656,16,0.0,0.0,1601437440,,,,0,,3,0.51,28.2,,,,,,
Raw,1712570364430,7776794000000,18,,-1396597805636662786,0.4997119903564453,50.364425987936556,-16.7154238066321,22.753703568707074,256,11,0.0,49359,46764351403176,12,37.7,-777.1987915039062,0.2404000163078308,16,0.0,0.0,1602000000,,,,0,,3,0.51,34.7,,,,,,
Raw,1712570364430,7776794000000,18,,-1396597805636662786,0.4997119903564453,50.364425987936556,-16.7154238066321,22.753703568707074,256,20,0.0,49359,46764365907143,61,23.2,-121.40367889404297,1.284000039100647,16,0.0,0.0,1603124990,,,,0,,3,0.51,20.2,,,,,,
