# 
# Header Description:
# 
# Version: v3.0.6.4 Platform: 13 Manufacturer: samsung Model: SM-A715F
# 
# Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
# 
# UncalAccel,utcTimeMillis,elapsedRealtimeNanos,UncalAccelXMps2,UncalAccelYMps2,UncalAccelZMps2,BiasXMps2,BiasYMps2,BiasZMps2
# 
# Accel,utcTimeMillis,elapsedRealtimeNanos,AccelXMps2,AccelYMps2,AccelZMps2
# 
# UncalGyro,utcTimeMillis,elapsedRealtimeNanos,UncalGyroXRadPerSec,UncalGyroYRadPerSec,UncalGyroZRadPerSec,DriftXRadPerSec,DriftYRadPerSec,DriftZRadPerSec
# 
# Gyro,utcTimeMillis,elapsedRealtimeNanos,GyroXRadPerSec,GyroYRadPerSec,GyroZRadPerSec
# 
# UncalMag,utcTimeMillis,elapsedRealtimeNanos,UncalMagXMicroT,UncalMagYMicroT,UncalMagZMicroT,BiasXMicroT,BiasYMicroT,BiasZMicroT
# 
# Mag,utcTimeMillis,elapsedRealtimeNanos,MagXMicroT,MagYMicroT,MagZMicroT
# 
# OrientationDeg,utcTimeMillis,elapsedRealtimeNanos,yawDeg,rollDeg,pitchDeg
# 
# Fix,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters,MockLocation,NumberOfUsedSignals,VerticalSpeedAccuracyMps,SolutionType
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
# Status,UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
# 
# Agc,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,AgcDb,CarrierFrequencyHz,ConstellationType
# 
Fix,FLP,36.6351443000,29.0834732000,252.37579345703125,1.2273191,4.925,233.38489,1712570331464,0.086023256,45.0,6804130980373,4.0,0,,,
Raw,1712570451430,7863794000000,18,,-1396597805636663132,0.6139583587646484,23.82365710218437,2.515019623516154,15.33589188700094,288,12,0.0,89103,122469339421877,17,33.2,515.4435424804688,0.055799998342990875,16,0.0,0.0,1575420030,,,,0,,6,2.18,27.200000000000003,,,,,,
Raw,1712570451430,7863794000000,18,,-1396597805636663132,0.6139583587646484,23.82365710218437,2.515019623516154,15.33589188700094,288,24,0.0,89103,122469343148285,14,35.8,390.7301025390625,0.05430000275373459,16,0.0,0.0,1575420030,,,,0,,6,2.18,29.799999999999997,,,,,,
Raw,1712570451430,7863794000000,18,,-1396597805636663132,0.6139583587646484,23.82365710218437,2.515019623516154,15.33589188700094,288,25,0.0,89103,122469352812801,16,34.3,6.721208095550537,0.050700001418590546,16,0.0,0.0,1575420030,,,,0,,6,2.18,28.299999999999997,,,,,,
Raw,1712570451430,7863794000000,18,,-1396597805636663132,0.6139583587646484,23.82365710218437,2.515019623516154,15.33589188700094,288,36,0.0,89103,122469349385802,12,37.5,-391.3285827636719,0.049400001764297485,16,0.0,0.0,1575420030,,,,0,,6,2.18,31.5,,,,,,
Fix,GPS,36.6349085500,29.0842156700,225.368408203125,1.38,3.7900925,145.0,1712570452000,0.49497473,3.395223,6925161103921,3.0,0,,,
Fix,FLP,36.6349080000,29.0842128000,230.09999084472656,1.3306317,3.012,147.15263,1712570452495,0.22124626,45.0,6925161103921,15.331681,0,,,
Fix,FLP,36.6349017000,29.0842177000,230.09999084472656,1.3392565,3.016,147.87236,1712570453066,0.21049204,45.0,6925732233035,15.331681,0,,,
Status,1712570452000,36,0,1,5,1575420030,40.10,108.0,24.0,1,1,1,35.1
Status,1712570452000,36,1,1,11,1575420030,41.20,42.0,20.0,1,1,1,36.2
Status,1712570452000,36,2,1,12,1575420030,44.50,109.0,41.0,1,1,1,39.5
Status,1712570452000,36,3,1,18,1575420030,43.50,203.0,30.0,1,1,1,38.5
Status,1712570452000,36,4,1,20,1575420030,45.20,71.0,25.0,1,1,1,40.2
Status,1712570452000,36,5,1,25,1575420030,41.80,91.0,74.0,1,1,1,36.8
Status,1712570452000,36,6,1,26,1575420030,17.70,307.0,4.0,0,1,0,12.7
Status,1712570452000,36,7,1,28,1575420030,29.80,285.0,41.0,1,1,1,24.8
Status,1712570452000,36,8,1,29,1575420030,37.70,313.0,65.0,1,1,1,32.7
Status,1712570452000,36,9,1,31,1575420030,32.30,310.0,22.0,1,1,1,27.3
Status,1712570452000,36,10,3,10,1602000000,31.20,329.0,63.0,1,1,1,26.2
Status,1712570452000,36,11,3,9,1602000000,36.10,144.0,66.0,1,1,0,31.1
Status,1712570452000,36,12,3,16,1602000000,41.40,144.0,10.0,1,1,1,36.4
Status,1712570452000,36,13,3,11,1602000000,34.40,326.0,9.0,1,1,0,29.4
Status,1712570452000,36,14,3,20,1602000000,24.60,260.0,71.0,0,1,0,19.6
Status,1712570452000,36,15,3,19,1602000000,28.50,29.0,33.0,1,1,0,23.5
Status,1712570452000,36,16,3,21,1602000000,23.60,226.0,16.0,0,1,1,18.6
Status,1712570452000,36,17,5,2,1561097980,36.50,112.0,18.0,1,1,0,31.5
Status,1712570452000,36,18,5,5,1561097980,42.70,136.0,36.0,1,1,0,37.7
Status,1712570452000,36,19,5,8,1561097980,43.70,64.0,36.0,1,1,1,38.7
Status,1712570452000,36,20,5,10,1561097980,41.40,87.0,14.0,1,1,0,36.4
Status,1712570452000,36,21,5,13,1561097980,44.70,81.0,41.0,1,1,1,39.7
Status,1712570452000,36,22,5,27,1561097980,48.40,39.0,55.0,1,1,1,43.4
Status,1712570452000,36,23,5,29,1561097980,23.90,239.0,11.0,0,1,0,18.9
Status,1712570452000,36,24,5,30,1561097980,41.10,261.0,64.0,1,1,1,36.1
Status,1712570452000,36,25,5,7,1561097980,0.00,0.0,0.0,0,1,0,0.0
Status,1712570452000,36,26,5,28,1561097980,0.00,50.0,11.0,0,1,0,0.0
Status,1712570452000,36,27,2,136,1575420030,41.80,0.0,0.0,0,0,0,36.8
Status,1712570452000,36,28,6,2,1575420030,35.70,313.0,39.0,1,1,0,30.7
Status,1712570452000,36,29,6,10,1575420030,45.70,45.0,40.0,1,1,0,40.7
Status,1712570452000,36,30,6,11,1575420030,36.20,67.0,67.0,1,1,1,31.2
Status,1712570452000,36,31,6,12,1575420030,38.70,39.0,17.0,1,1,0,33.7
Status,1712570452000,36,32,6,24,1575420030,44.10,116.0,28.0,1,1,0,39.1
Status,1712570452000,36,33,6,25,1575420030,39.90,61.0,77.0,1,1,0,34.9
Status,1712570452000,36,34,6,36,1575420030,43.80,195.0,51.0,1,1,0,38.8
Status,1712570452000,36,35,6,8,1575420030,0.00,0.0,0.0,0,1,1,0.0
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,10,0.0,49359,46852364937236,31,28.2,-353.7806396484375,0.9324999451637268,16,0.0,0.0,1598062460,,,,0,,3,0.55,25.2,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,9,0.0,49359,46852365793031,17,33.1,298.2745666503906,0.24080000817775726,16,0.0,0.0,1600875010,,,,0,,3,0.55,30.1,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,16,0.0,49359,46852352376696,11,38.4,755.8576049804688,0.24090000987052917,16,0.0,0.0,1601437440,,,,0,,3,0.55,35.4,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,11,0.0,49359,46852351630620,21,31.4,-779.0891723632812,0.3276999890804291,16,0.0,0.0,1602000000,,,,0,,3,0.55,28.4,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,19,0.0,49359,46852359059036,46,25.5,635.6128540039062,1.1449999809265137,16,0.0,0.0,1603687550,,,,0,,3,0.55,22.5,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,5,0.0,81935,122470353437156,12,37.1,-410.35711669921875,0.04340000078082085,16,0.0,0.0,1575420030,,,,0,,1,2.33,34.1,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,11,0.0,81935,122470350809526,11,38.2,602.2981567382812,0.03790000081062317,16,0.0,0.0,1575420030,,,,0,,1,2.33,35.2,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,12,0.0,81935,122470357379443,8,41.5,436.39898681640625,0.04670000448822975,16,0.0,0.0,1575420030,,,,0,,1,2.33,38.5,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,18,0.0,81935,122470354268141,9,40.5,-625.3726196289062,0.04260000213980675,16,0.0,0.0,1575420030,,,,0,,1,2.33,37.5,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,20,0.0,81935,122470353451019,7,42.2,-0.8808256983757019,0.04010000079870224,16,0.0,0.0,1575420030,,,,0,,1,2.33,39.2,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,25,0.0,81935,122470363489053,11,38.8,154.1720733642578,0.027400001883506775,16,0.0,0.0,1575420030,,,,0,,1,2.33,35.8,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,26,0.0,81935,122470347719892,373,14.7,-633.4495849609375,10.447000503540039,16,0.0,0.0,1575420030,,,,0,,1,2.33,11.7,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,28,0.0,81935,122470357522653,40,26.8,-88.33432006835938,0.871999979019165,16,0.0,0.0,1575420030,,,,0,,1,2.33,23.8,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,29,0.0,81935,122470361314226,16,34.7,-73.04422760009766,0.4580000042915344,16,0.0,0.0,1575420030,,,,0,,1,2.33,31.700000000000003,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,31,0.0,81935,122470352854636,27,29.3,-389.1981201171875,0.684499979019165,16,0.0,0.0,1575420030,,,,0,,1,2.33,26.3,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,5,0.0,16399,122456302907352,13,36.7,-9.563566207885742,5.957299709320068,16,0.0,0.0,1561097980,,,,0,,5,2.44,30.700000000000003,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,8,0.0,16399,122456303654821,12,37.7,-127.57404327392578,0.028400002047419548,16,0.0,0.0,1561097980,,,,0,,5,2.44,31.700000000000003,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,10,0.0,16399,122456297750125,14,35.4,48.49957275390625,0.3619999885559082,16,0.0,0.0,1561097980,,,,0,,5,2.44,29.4,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,13,0.0,16399,122456304780494,11,38.7,-191.181884765625,0.02890000119805336,16,0.0,0.0,1561097980,,,,0,,5,2.44,32.7,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,27,0.0,16399,122456356268679,7,42.4,325.2145080566406,0.044599998742341995,16,0.0,0.0,1561097980,,,,0,,5,2.44,36.4,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,30,0.0,16399,122456357252700,14,35.1,-175.70347595214844,0.05130000412464142,16,0.0,0.0,1561097980,,,,0,,5,2.44,29.1,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,2,0.0,89103,122470347047749,27,29.7,-389.9021911621094,0.5699999928474426,16,0.0,0.0,1575420030,,,,0,,6,2.31,23.7,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,10,0.0,89103,122470346598545,10,39.7,368.44708251953125,0.0641000047326088,16,0.0,0.0,1575420030,,,,0,,6,2.31,33.7,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,11,0.0,89103,122470355078504,24,30.2,108.08228302001953,0.41030001640319824,16,0.0,0.0,1575420030,,,,0,,6,2.31,24.2,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,12,0.0,89103,122470339420172,19,32.7,509.0127868652344,0.06379999965429306,16,0.0,0.0,1575420030,,,,0,,6,2.31,26.700000000000003,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,24,0.0,89103,122470343146990,11,38.1,384.2259216308594,0.05140000209212303,16,0.0,0.0,1575420030,,,,0,,6,2.31,32.1,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,25,0.0,89103,122470352812801,17,33.9,0.6236523985862732,0.05730000138282776,16,0.0,0.0,1575420030,,,,0,,6,2.31,27.9,,,,,,
Raw,1712570452430,7864794000000,18,,-1396597805636663128,0.577667236328125,23.91069574514404,1.136005132138737,15.311241426054949,288,36,0.0,89103,122470349387132,12,37.8,-397.4986572265625,0.049400001764297485,16,0.0,0.0,1575420030,,,,0,,6,2.31,31.799999999999997,,,,,,
Fix,GPS,36.6348977100,29.0842256400,225.6943359375,1.39,3.7900925,145.1,1712570453000,0.594138,3.3900864,6926153985014,3.0,0,,,
Fix,FLP,36.6348972000,29.0842216000,230.09999084472656,1.3471024,3.006,148.0,1712570453486,0.23270199,45.0,6926153985014,15.34161,0,,,
Fix,FLP,36.6348903000,29.0842273000,230.09999084472656,1.3019291,3.015,147.45732,1712570454125,0.2159247,45.0,6926791159649,15.34161,0,,,
Status,1712570453000,36,0,1,5,1575420030,40.00,108.0,24.0,1,1,1,35.0
Status,1712570453000,36,1,1,11,1575420030,46.00,42.0,20.0,1,1,1,41.0
Status,1712570453000,36,2,1,12,1575420030,45.40,109.0,41.0,1,1,1,40.4
Status,1712570453000,36,3,1,18,1575420030,41.30,203.0,30.0,1,1,1,36.3
Status,1712570453000,36,4,1,20,1575420030,43.20,71.0,25.0,1,1,1,38.2
Status,1712570453000,36,5,1,25,1575420030,39.80,91.0,74.0,1,1,1,34.8
Status,1712570453000,36,6,1,26,1575420030,17.70,307.0,4.0,0,1,0,12.7
Status,1712570453000,36,7,1,28,1575420030,33.00,285.0,41.0,1,1,1,28.0
Status,1712570453000,36,8,1,29,1575420030,38.80,313.0,65.0,1,1,1,33.8
Status,1712570453000,36,9,1,31,1575420030,31.70,310.0,22.0,1,1,1,26.7
Status,1712570453000,36,10,3,10,1602000000,29.40,329.0,63.0,1,1,1,24.4
Status,1712570453000,36,11,3,9,1602000000,39.50,144.0,66.0,1,1,0,34.5
Status,1712570453000,36,12,3,16,1602000000,39.00,144.0,10.0,1,1,1,34.0
Status,1712570453000,36,13,3,11,1602000000,34.40,326.0,9.0,1,1,0,29.4
Status,1712570453000,36,14,3,20,1602000000,23.80,260.0,71.0,0,1,0,18.8
Status,1712570453000,36,15,3,19,1602000000,31.10,29.0,33.0,1,1,0,26.1
Status,1712570453000,36,16,3,21,1602000000,26.80,226.0,16.0,0,1,1,21.8
Status,1712570453000,36,17,5,2,1561097980,36.50,112.0,18.0,1,1,0,31.5
Status,1712570453000,36,18,5,5,1561097980,43.10,136.0,36.0,1,1,0,38.1
Status,1712570453000,36,19,5,8,1561097980,42.90,64.0,36.0,1,1,1,37.9
Status,1712570453000,36,20,5,10,1561097980,38.80,87.0,14.0,1,1,0,33.8
Status,1712570453000,36,21,5,13,1561097980,43.70,81.0,41.0,1,1,1,38.7
Status,1712570453000,36,22,5,27,1561097980,43.70,39.0,55.0,1,1,1,38.7
Status,1712570453000,36,23,5,29,1561097980,23.90,239.0,11.0,0,1,0,18.9
Status,1712570453000,36,24,5,30,1561097980,42.90,261.0,64.0,1,1,1,37.9
Status,1712570453000,36,25,5,7,1561097980,0.00,0.0,0.0,0,1,0,0.0
Status,1712570453000,36,26,5,28,1561097980,0.00,50.0,11.0,0,1,0,0.0
Status,1712570453000,36,27,2,136,1575420030,41.00,0.0,0.0,0,0,0,36.0
Status,1712570453000,36,28,6,2,1575420030,36.00,313.0,39.0,1,1,0,31.0
Status,1712570453000,36,29,6,10,1575420030,44.70,45.0,40.0,1,1,0,39.7
Status,1712570453000,36,30,6,11,1575420030,38.10,67.0,67.0,1,1,1,33.1
Status,1712570453000,36,31,6,12,1575420030,42.70,39.0,17.0,1,1,0,37.7
Status,1712570453000,36,32,6,24,1575420030,44.20,116.0,28.0,1,1,0,39.2
Status,1712570453000,36,33,6,25,1575420030,39.50,61.0,77.0,1,1,0,34.5
Status,1712570453000,36,34,6,36,1575420030,42.60,195.0,51.0,1,1,0,37.6
Status,1712570453000,36,35,6,8,1575420030,0.00,0.0,0.0,0,1,1,0.0
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,10,0.0,49359,46853364938446,40,26.4,-349.8692626953125,1.0525000095367432,16,0.0,0.0,1598062460,,,,0,,3,0.53,23.4,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,9,0.0,49359,46853365792128,13,36.5,301.90533447265625,0.23270000517368317,16,0.0,0.0,1600875010,,,,0,,3,0.53,33.5,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,16,0.0,49359,46853352374255,13,36.0,759.3922729492188,0.24320000410079956,16,0.0,0.0,1601437440,,,,0,,3,0.53,33.0,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,11,0.0,49359,46853351633194,21,31.4,-776.7562866210938,0.7929999828338623,16,0.0,0.0,1602000000,,,,0,,3,0.53,28.4,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,20,0.0,49359,46853365941301,103,20.8,-112.34327697753906,3.064000129699707,16,0.0,0.0,1603124990,,,,0,,3,0.53,17.8,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,19,0.0,49359,46853359056916,31,28.1,639.2207641601562,0.9549999833106995,16,0.0,0.0,1603687550,,,,0,,3,0.53,25.1,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,21,0.0,49359,46853354160881,64,23.8,-661.9727783203125,2.0475001335144043,16,0.0,0.0,1604249980,,,,0,,3,0.53,20.8,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,5,0.0,81935,122471353438495,12,37.0,-407.2089538574219,0.04340000078082085,16,0.0,0.0,1575420030,,,,0,,1,2.25,34.0,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,11,0.0,81935,122471350807531,6,43.0,605.6539306640625,0.035100001841783524,16,0.0,0.0,1575420030,,,,0,,1,2.25,40.0,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,12,0.0,81935,122471357377978,7,42.4,439.7539367675781,0.04610000178217888,16,0.0,0.0,1575420030,,,,0,,1,2.25,39.4,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,18,0.0,81935,122471354270225,11,38.3,-622.0584106445312,0.04390000179409981,16,0.0,0.0,1575420030,,,,0,,1,2.25,35.3,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,20,0.0,81935,122471353451016,9,40.2,2.592047929763794,0.04110000282526016,16,0.0,0.0,1575420030,,,,0,,1,2.25,37.2,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,25,0.0,81935,122471363488569,13,36.8,157.08441162109375,0.02970000170171261,16,0.0,0.0,1575420030,,,,0,,1,2.25,33.8,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,28,0.0,81935,122471357522970,24,30.0,-85.59127044677734,0.4072999954223633,16,0.0,0.0,1575420030,,,,0,,1,2.25,27.0,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,29,0.0,81935,122471361314468,14,35.8,-69.25442504882812,0.027300000190734863,16,0.0,0.0,1575420030,,,,0,,1,2.25,32.8,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,31,0.0,81935,122471352855960,31,28.7,-383.6225280761719,0.7444999814033508,16,0.0,0.0,1575420030,,,,0,,1,2.25,25.7,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,5,0.0,16399,122457302907406,12,37.1,-9.774810791015625,5.519000053405762,16,0.0,0.0,1561097980,,,,0,,5,2.29,31.1,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,8,0.0,16399,122457303655229,13,36.9,-124.57563018798828,0.02970000170171261,16,0.0,0.0,1561097980,,,,0,,5,2.29,30.9,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,10,0.0,16399,122457297749946,19,32.8,51.68230438232422,0.06680000573396683,16,0.0,0.0,1561097980,,,,0,,5,2.29,26.799999999999997,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,13,0.0,16399,122457304781122,12,37.7,-187.6196746826172,0.029900001361966133,16,0.0,0.0,1561097980,,,,0,,5,2.29,31.700000000000003,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,27,0.0,16399,122457356267584,12,37.7,328.4270935058594,0.0478999987244606,16,0.0,0.0,1561097980,,,,0,,5,2.29,31.700000000000003,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,30,0.0,16399,122457357253271,13,36.9,-172.3698272705078,0.050700001418590546,16,0.0,0.0,1561097980,,,,0,,5,2.29,30.9,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,2,0.0,89103,122471347049089,24,30.0,-387.2151794433594,0.4253000020980835,16,0.0,0.0,1575420030,,,,0,,6,2.24,24.0,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,10,0.0,89103,122471346597316,11,38.7,371.58935546875,0.04990000277757645,16,0.0,0.0,1575420030,,,,0,,6,2.24,32.7,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,11,0.0,89103,122471355078138,19,32.1,111.36750030517578,0.06980000436306,16,0.0,0.0,1575420030,,,,0,,6,2.24,26.1,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,12,0.0,89103,122471339418456,13,36.7,512.1300659179688,0.047700002789497375,16,0.0,0.0,1575420030,,,,0,,6,2.24,30.700000000000003,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,24,0.0,89103,122471343145701,11,38.2,387.5408935546875,0.05140000209212303,16,0.0,0.0,1575420030,,,,0,,6,2.24,32.2,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,25,0.0,89103,122471352812794,17,33.5,3.5396435260772705,0.05730000138282776,16,0.0,0.0,1575420030,,,,0,,6,2.24,27.5,,,,,,
Raw,1712570453430,7865794000000,18,,-1396597805636663127,0.7101554870605469,46.62848368752748,1.136005132138737,26.053428140599458,289,36,0.0,89103,122471349388452,13,36.6,-394.2384948730469,0.050700001418590546,16,0.0,0.0,1575420030,,,,0,,6,2.24,30.6,,,,,,
Fix,GPS,36.6348861600,29.0842333200,224.93756103515625,1.36,3.7900925,142.8,1712570454000,0.87091905,32.453762,6927159593920,3.0,0,,,
Fix,FLP,36.6348863000,29.0842306000,230.09999084472656,1.3030288,3.015,144.93697,1712570454492,0.18813193,45.0,6927159593920,15.351666,0,,,
Fix,FLP,36.6348796000,29.0842368000,230.09999084472656,1.2687032,3.03,140.76735,1712570455157,0.22055967,45.0,6927823743138,15.351666,0,,,
Status,1712570454000,36,0,1,5,1575420030,36.60,108.0,25.0,1,1,1,31.6
Status,1712570454000,36,1,1,11,1575420030,42.00,42.0,19.0,1,1,1,37.0
